img_path,crop,date,view,fruit_idx,brix,weight,height,max_w,min_w,grade
DB/peach_천중도/20230809/t2/t2_000013.jpeg,peach,20230809,t2,000013,15.0333333333333,377.8,81.6,92.8,87.5,1
DB/peach_천중도/20230809/b1/b1_000013.jpeg,peach,20230809,b1,000013,15.0333333333333,377.8,81.6,92.8,87.5,1
DB/peach_천중도/20230809/t1/t1_000014.jpeg,peach,20230809,t1,000014,15.0333333333333,377.8,81.6,92.8,87.5,1
DB/peach_천중도/20230809/t2/t2_000014.jpeg,peach,20230809,t2,000014,15.0333333333333,377.8,81.6,92.8,87.5,1
DB/peach_천중도/20230809/b1/b1_000014.jpeg,peach,20230809,b1,000014,15.0333333333333,377.8,81.6,92.8,87.5,1
DB/peach_천중도/20230809/t1/t1_000015.jpeg,peach,20230809,t1,000015,15.0333333333333,377.8,81.6,92.8,87.5,1
DB/peach_천중도/20230809/t2/t2_000015.jpeg,peach,20230809,t2,000015,15.0333333333333,377.8,81.6,92.8,87.5,1
DB/peach_천중도/20230809/b1/b1_000015.jpeg,peach,20230809,b1,000015,15.0333333333333,377.8,81.6,92.8,87.5,1
DB/peach_천중도/20230809/t1/t1_000016.jpeg,peach,20230809,t1,000016,15.0333333333333,377.8,81.6,92.8,87.5,1
DB/peach_천중도/20230809/t2/t2_000016.jpeg,peach,20230809,t2,000016,15.0333333333333,377.8,81.6,92.8,87.5,1
DB/peach_천중도/20230809/b1/b1_000016.jpeg,peach,20230809,b1,000016,15.0333333333333,377.8,81.6,92.8,87.5,1
DB/peach_천중도/20230809/t1/t1_000017.jpeg,peach,20230809,t1,000017,15.0333333333333,377.8,81.6,92.8,87.5,1
DB/peach_천중도/20230809/t2/t2_000017.jpeg,peach,20230809,t2,000017,15.0333333333333,377.8,81.6,92.8,87.5,1
DB/peach_천중도/20230809/b1/b1_000017.jpeg,peach,20230809,b1,000017,15.0333333333333,377.8,81.6,92.8,87.5,1
DB/peach_천중도/20230809/t1/t1_000018.jpeg,peach,20230809,t1,000018,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/t2/t2_000018.jpeg,peach,20230809,t2,000018,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/b1/b1_000018.jpeg,peach,20230809,b1,000018,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/t1/t1_000019.jpeg,peach,20230809,t1,000019,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/t2/t2_000019.jpeg,peach,20230809,t2,000019,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/b1/b1_000019.jpeg,peach,20230809,b1,000019,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/t1/t1_000020.jpeg,peach,20230809,t1,000020,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/t2/t2_000020.jpeg,peach,20230809,t2,000020,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/b1/b1_000020.jpeg,peach,20230809,b1,000020,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/t1/t1_000021.jpeg,peach,20230809,t1,000021,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/t2/t2_000021.jpeg,peach,20230809,t2,000021,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/b1/b1_000021.jpeg,peach,20230809,b1,000021,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/t1/t1_000022.jpeg,peach,20230809,t1,000022,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/t2/t2_000022.jpeg,peach,20230809,t2,000022,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/b1/b1_000022.jpeg,peach,20230809,b1,000022,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/t1/t1_000023.jpeg,peach,20230809,t1,000023,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/t2/t2_000023.jpeg,peach,20230809,t2,000023,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/b1/b1_000023.jpeg,peach,20230809,b1,000023,14.3666666666667,366.2,76.0,92.1,88.8,0
DB/peach_천중도/20230809/t1/t1_000024.jpeg,peach,20230809,t1,000024,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/t2/t2_000024.jpeg,peach,20230809,t2,000024,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/b1/b1_000024.jpeg,peach,20230809,b1,000024,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/t1/t1_000025.jpeg,peach,20230809,t1,000025,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/t2/t2_000025.jpeg,peach,20230809,t2,000025,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/b1/b1_000025.jpeg,peach,20230809,b1,000025,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/t1/t1_000026.jpeg,peach,20230809,t1,000026,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/t2/t2_000026.jpeg,peach,20230809,t2,000026,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/b1/b1_000026.jpeg,peach,20230809,b1,000026,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/t1/t1_000027.jpeg,peach,20230809,t1,000027,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/t2/t2_000027.jpeg,peach,20230809,t2,000027,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/b1/b1_000027.jpeg,peach,20230809,b1,000027,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/t1/t1_000028.jpeg,peach,20230809,t1,000028,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/t2/t2_000028.jpeg,peach,20230809,t2,000028,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/b1/b1_000028.jpeg,peach,20230809,b1,000028,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/t1/t1_000029.jpeg,peach,20230809,t1,000029,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/t2/t2_000029.jpeg,peach,20230809,t2,000029,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/b1/b1_000029.jpeg,peach,20230809,b1,000029,13.7333333333333,345.4,69.4,91.2,84.2,0
DB/peach_천중도/20230809/t1/t1_000030.jpeg,peach,20230809,t1,000030,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/t2/t2_000030.jpeg,peach,20230809,t2,000030,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/b1/b1_000030.jpeg,peach,20230809,b1,000030,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/t1/t1_000031.jpeg,peach,20230809,t1,000031,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/t2/t2_000031.jpeg,peach,20230809,t2,000031,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/b1/b1_000031.jpeg,peach,20230809,b1,000031,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/t1/t1_000032.jpeg,peach,20230809,t1,000032,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/t2/t2_000032.jpeg,peach,20230809,t2,000032,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/b1/b1_000032.jpeg,peach,20230809,b1,000032,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/t1/t1_000033.jpeg,peach,20230809,t1,000033,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/t2/t2_000033.jpeg,peach,20230809,t2,000033,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/b1/b1_000033.jpeg,peach,20230809,b1,000033,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/t1/t1_000034.jpeg,peach,20230809,t1,000034,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/t2/t2_000034.jpeg,peach,20230809,t2,000034,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/b1/b1_000034.jpeg,peach,20230809,b1,000034,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/t1/t1_000035.jpeg,peach,20230809,t1,000035,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/t2/t2_000035.jpeg,peach,20230809,t2,000035,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/b1/b1_000035.jpeg,peach,20230809,b1,000035,12.5333333333333,345.4,82.3,93.8,86.6,0
DB/peach_천중도/20230809/t1/t1_000036.jpeg,peach,20230809,t1,000036,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/t2/t2_000036.jpeg,peach,20230809,t2,000036,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/b1/b1_000036.jpeg,peach,20230809,b1,000036,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/t1/t1_000037.jpeg,peach,20230809,t1,000037,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/t2/t2_000037.jpeg,peach,20230809,t2,000037,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/b1/b1_000037.jpeg,peach,20230809,b1,000037,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/t1/t1_000038.jpeg,peach,20230809,t1,000038,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/t2/t2_000038.jpeg,peach,20230809,t2,000038,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/b1/b1_000038.jpeg,peach,20230809,b1,000038,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/t1/t1_000039.jpeg,peach,20230809,t1,000039,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/t2/t2_000039.jpeg,peach,20230809,t2,000039,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/b1/b1_000039.jpeg,peach,20230809,b1,000039,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/t1/t1_000040.jpeg,peach,20230809,t1,000040,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/t2/t2_000040.jpeg,peach,20230809,t2,000040,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/b1/b1_000040.jpeg,peach,20230809,b1,000040,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/t1/t1_000041.jpeg,peach,20230809,t1,000041,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/t2/t2_000041.jpeg,peach,20230809,t2,000041,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/b1/b1_000041.jpeg,peach,20230809,b1,000041,12.3666666666667,344.2,81.6,90.4,87.2,0
DB/peach_천중도/20230809/t1/t1_000042.jpeg,peach,20230809,t1,000042,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/t2/t2_000042.jpeg,peach,20230809,t2,000042,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/b1/b1_000042.jpeg,peach,20230809,b1,000042,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/t1/t1_000043.jpeg,peach,20230809,t1,000043,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/t2/t2_000043.jpeg,peach,20230809,t2,000043,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/b1/b1_000043.jpeg,peach,20230809,b1,000043,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/t1/t1_000044.jpeg,peach,20230809,t1,000044,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/t2/t2_000044.jpeg,peach,20230809,t2,000044,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/b1/b1_000044.jpeg,peach,20230809,b1,000044,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/t1/t1_000045.jpeg,peach,20230809,t1,000045,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/t2/t2_000045.jpeg,peach,20230809,t2,000045,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/b1/b1_000045.jpeg,peach,20230809,b1,000045,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/t1/t1_000046.jpeg,peach,20230809,t1,000046,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/t2/t2_000046.jpeg,peach,20230809,t2,000046,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/b1/b1_000046.jpeg,peach,20230809,b1,000046,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/t1/t1_000047.jpeg,peach,20230809,t1,000047,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/t2/t2_000047.jpeg,peach,20230809,t2,000047,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/b1/b1_000047.jpeg,peach,20230809,b1,000047,15.2666666666667,382.9,76.2,92.7,88.7,1
DB/peach_천중도/20230809/t1/t1_000048.jpeg,peach,20230809,t1,000048,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/t2/t2_000048.jpeg,peach,20230809,t2,000048,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/b1/b1_000048.jpeg,peach,20230809,b1,000048,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/t1/t1_000049.jpeg,peach,20230809,t1,000049,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/t2/t2_000049.jpeg,peach,20230809,t2,000049,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/b1/b1_000049.jpeg,peach,20230809,b1,000049,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/t1/t1_000050.jpeg,peach,20230809,t1,000050,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/t2/t2_000050.jpeg,peach,20230809,t2,000050,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/b1/b1_000050.jpeg,peach,20230809,b1,000050,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/t1/t1_000051.jpeg,peach,20230809,t1,000051,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/t2/t2_000051.jpeg,peach,20230809,t2,000051,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/b1/b1_000051.jpeg,peach,20230809,b1,000051,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/t1/t1_000052.jpeg,peach,20230809,t1,000052,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/t2/t2_000052.jpeg,peach,20230809,t2,000052,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/b1/b1_000052.jpeg,peach,20230809,b1,000052,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/t1/t1_000053.jpeg,peach,20230809,t1,000053,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/t2/t2_000053.jpeg,peach,20230809,t2,000053,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/b1/b1_000053.jpeg,peach,20230809,b1,000053,13.2333333333333,376.8,81.0,91.6,90.9,1
DB/peach_천중도/20230809/t1/t1_000054.jpeg,peach,20230809,t1,000054,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/t2/t2_000054.jpeg,peach,20230809,t2,000054,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/b1/b1_000054.jpeg,peach,20230809,b1,000054,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/t1/t1_000055.jpeg,peach,20230809,t1,000055,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/t2/t2_000055.jpeg,peach,20230809,t2,000055,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/b1/b1_000055.jpeg,peach,20230809,b1,000055,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/t1/t1_000056.jpeg,peach,20230809,t1,000056,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/t2/t2_000056.jpeg,peach,20230809,t2,000056,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/b1/b1_000056.jpeg,peach,20230809,b1,000056,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/t1/t1_000057.jpeg,peach,20230809,t1,000057,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/t2/t2_000057.jpeg,peach,20230809,t2,000057,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/b1/b1_000057.jpeg,peach,20230809,b1,000057,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/t1/t1_000058.jpeg,peach,20230809,t1,000058,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/t2/t2_000058.jpeg,peach,20230809,t2,000058,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/b1/b1_000058.jpeg,peach,20230809,b1,000058,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/t1/t1_000059.jpeg,peach,20230809,t1,000059,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/t2/t2_000059.jpeg,peach,20230809,t2,000059,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/b1/b1_000059.jpeg,peach,20230809,b1,000059,13.3333333333333,371.8,83.5,92.2,89.9,1
DB/peach_천중도/20230809/t1/t1_000060.jpeg,peach,20230809,t1,000060,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/t2/t2_000060.jpeg,peach,20230809,t2,000060,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/b1/b1_000060.jpeg,peach,20230809,b1,000060,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/t1/t1_000061.jpeg,peach,20230809,t1,000061,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/t2/t2_000061.jpeg,peach,20230809,t2,000061,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/b1/b1_000061.jpeg,peach,20230809,b1,000061,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/t1/t1_000062.jpeg,peach,20230809,t1,000062,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/t2/t2_000062.jpeg,peach,20230809,t2,000062,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/b1/b1_000062.jpeg,peach,20230809,b1,000062,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/t1/t1_000063.jpeg,peach,20230809,t1,000063,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/t2/t2_000063.jpeg,peach,20230809,t2,000063,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/b1/b1_000063.jpeg,peach,20230809,b1,000063,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/t1/t1_000064.jpeg,peach,20230809,t1,000064,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/t2/t2_000064.jpeg,peach,20230809,t2,000064,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/b1/b1_000064.jpeg,peach,20230809,b1,000064,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/t1/t1_000065.jpeg,peach,20230809,t1,000065,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/t2/t2_000065.jpeg,peach,20230809,t2,000065,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/b1/b1_000065.jpeg,peach,20230809,b1,000065,14.2333333333333,346.0,83.8,90.3,87.1,0
DB/peach_천중도/20230809/t1/t1_000066.jpeg,peach,20230809,t1,000066,14.7,432.2,77.6,95.6,91.5,1
DB/peach_천중도/20230809/t2/t2_000066.jpeg,peach,20230809,t2,000066,14.7,432.2,77.6,95.6,91.5,1
DB/peach_천중도/20230809/b1/b1_000066.jpeg,peach,20230809,b1,000066,14.7,432.2,77.6,95.6,91.5,1
DB/peach_천중도/20230809/t1/t1_000067.jpeg,peach,20230809,t1,000067,14.7,432.2,77.6,95.6,91.5,1
DB/peach_천중도/20230809/t2/t2_000067.jpeg,peach,20230809,t2,000067,14.7,432.2,77.6,95.6,91.5,1
DB/peach_천중도/20230809/b1/b1_000067.jpeg,peach,20230809,b1,000067,14.7,432.2,77.6,95.6,91.5,1
DB/peach_천중도/20230809/t1/t1_000068.jpeg,peach,20230809,t1,000068,14.7,432.2,77.6,95.6,91.5,1
DB/peach_천중도/20230809/t2/t2_000068.jpeg,peach,20230809,t2,000068,14.7,432.2,77.6,95.6,91.5,1
DB/peach_천중도/20230809/b1/b1_000068.jpeg,peach,20230809,b1,000068,14.7,432.2,77.6,95.6,91.5,1
DB/peach_천중도/20230809/t1/t1_000069.jpeg,peach,20230809,t1,000069,14.7,432.2,77.6,95.6,91.5,1
